Invoice,StockCode,StockCode Categories,Description,Quantity,InvoiceDate, Price ,Customer ID,Country
493435,22033,Numeric,BOTANICAL ROSE GREETING CARD,12,04-01-2010, £0.42 ,13206,United Kingdom
493435,21788,Numeric,KIDS RAIN MAC BLUE,6,04-01-2010, £0.85 ,13206,United Kingdom
493435,21789,Numeric,KIDS RAIN MAC PINK,4,04-01-2010, £0.85 ,13206,United Kingdom
493435,22332,Numeric,SKULLS PARTY BAG + STICKER SET,6,04-01-2010, £1.65 ,13206,United Kingdom
493435,21679,Numeric,SKULLS  STICKERS,23,04-01-2010, £0.85 ,13206,United Kingdom
493435,22040,Numeric,BOTANICAL ROSE GIFT WRAP,25,04-01-2010, £0.42 ,13206,United Kingdom
493435,21498,Numeric,RED SPOTS  WRAP ,25,04-01-2010, £0.42 ,13206,United Kingdom
493435,21495,Numeric,SKULLS WRAP,25,04-01-2010, £0.42 ,13206,United Kingdom
493435,16207A,Other,PINK STRAWBERRY HANDBAG ,3,04-01-2010, £2.95 ,13206,United Kingdom
493435,40046A,Other,RED DAISY PAPER LAMPSHADE,7,04-01-2010, £1.25 ,13206,United Kingdom
493435,40016,Numeric,CHINESE DRAGON PAPER LANTERNS,12,04-01-2010, £0.42 ,13206,United Kingdom
493435,20727,Numeric,LUNCH BAG  BLACK SKULL.,5,04-01-2010, £1.65 ,13206,United Kingdom
493435,51008,Numeric,AFGHAN SLIPPER SOCK PAIR,10,04-01-2010, £3.45 ,13206,United Kingdom
493435,20712,Numeric,JUMBO BAG WOODLAND ANIMALS,8,04-01-2010, £1.95 ,13206,United Kingdom
493435,21675,Numeric,BUTTERFLIES STICKERS,6,04-01-2010, £0.85 ,13206,United Kingdom
493435,21929,Numeric,JUMBO BAG PINK VINTAGE PAISLEY,11,04-01-2010, £1.95 ,13206,United Kingdom
493435,72232,Numeric,FENG SHUI PILLAR CANDLE,24,04-01-2010, £0.19 ,13206,United Kingdom
493435,84007,Numeric,MAGIC GARDEN MOUNT FUJI,6,04-01-2010, £2.55 ,13206,United Kingdom
493435,84288B,Other,SET/2 BLUE  NOODLE BASKETS,4,04-01-2010, £1.95 ,13206,United Kingdom
493435,21714,Numeric,CITRONELLA CANDLE GARDEN POT,6,04-01-2010, £1.25 ,13206,United Kingdom
493435,84992,Numeric,72 SWEETHEART FAIRY CAKE CASES,24,04-01-2010, £0.55 ,13206,United Kingdom
493435,22133,Numeric,PINK LOVE HEART SHAPE CUP,12,04-01-2010, £0.85 ,13206,United Kingdom
493435,17039,Numeric,INLAID WOOD INCENSE HOLDER,10,04-01-2010, £0.29 ,13206,United Kingdom
493435,22352,Numeric,LUNCHBOX WITH CUTLERY RETROSPOT ,6,04-01-2010, £2.55 ,13206,United Kingdom
493435,21544,Numeric,SKULLS  WATER TRANSFER TATTOOS ,10,04-01-2010, £0.85 ,13206,United Kingdom
493435,85231B,Other,CINAMMON SET OF 9 T-LIGHTS,6,04-01-2010, £0.85 ,13206,United Kingdom
493435,85231L,Other,LAVENDER SCENTED SET/9 T-LIGHTS,6,04-01-2010, £0.85 ,13206,United Kingdom
493435,85049B,Other,LUSH GREENS RIBBONS,8,04-01-2010, £1.25 ,13206,United Kingdom
493435,15036,Numeric,ASSORTED COLOURS SILK FAN,12,04-01-2010, £0.65 ,13206,United Kingdom
493435,21440,Numeric,12 MINI TOADSTOOL PEGS,24,04-01-2010, £1.25 ,13206,United Kingdom
493435,22132,Numeric,RED LOVE HEART SHAPE CUP,12,04-01-2010, £0.85 ,13206,United Kingdom
493435,84558A,Other,3D DOG PICTURE PLAYING CARDS,6,04-01-2010, £2.95 ,13206,United Kingdom
493436,20868,Numeric,SILVER FABRIC MIRROR,240,04-01-2010, £0.38 ,13694,United Kingdom
493436,20869,Numeric,GOLD FABRIC MIRROR,240,04-01-2010, £0.38 ,13694,United Kingdom
493436,35004P,Other,SET OF 3 PINK FLYING DUCKS,12,04-01-2010, £1.95 ,13694,United Kingdom
493436,35004G,Other,SET OF 3 GOLD FLYING DUCKS,12,04-01-2010, £1.95 ,13694,United Kingdom
493436,46776A,Other,WOVEN BUBBLE GUM CUSHION COVER,24,04-01-2010, £1.25 ,13694,United Kingdom
493436,46776B,Other,WOVEN BERRIES CUSHION COVER ,24,04-01-2010, £1.25 ,13694,United Kingdom
493436,46776E,Other,WOVEN CANDY CUSHION COVER ,12,04-01-2010, £1.25 ,13694,United Kingdom
493436,46776C,Other,WOVEN FROST CUSHION COVER,12,04-01-2010, £1.25 ,13694,United Kingdom
493436,46776F,Other,WOVEN ROSE GARDEN CUSHION COVER ,12,04-01-2010, £1.25 ,13694,United Kingdom
493436,72800C,Other,S/4 PINK DINNER CANDLE SILVER FLOCK,252,04-01-2010, £0.79 ,13694,United Kingdom
493436,72799F,Other,IVORY PILLAR CANDLE GOLD FLOCK,480,04-01-2010, £1.25 ,13694,United Kingdom
493436,72799C,Other,PINK PILLAR CANDLE SILVER FLOCK,240,04-01-2010, £1.25 ,13694,United Kingdom
493436,72799E,Other,IVORY PILLAR CANDLE SILVER FLOCK,240,04-01-2010, £1.25 ,13694,United Kingdom
493436,72800D,Other,S/4 BLUE DINNER CANDLE SILVER FLOCK,252,04-01-2010, £0.79 ,13694,United Kingdom
493436,72800F,Other,4 IVORY DINNER CANDLES GOLD FLOCK,468,04-01-2010, £0.79 ,13694,United Kingdom
493436,72800A,Other,S/4 BLACK DINNER CANDLE SILVER FLOC,252,04-01-2010, £0.79 ,13694,United Kingdom
493436,72800B,Other,S/4 PURPLE DINNER CANDLE BLK FLOCK,252,04-01-2010, £0.79 ,13694,United Kingdom
493436,72799A,Other,BLACK PILLAR CANDLE SILVER FLOCK,240,04-01-2010, £1.25 ,13694,United Kingdom
493437,85132A,Other,CHARLIE + LOLA BISCUITS TINS,96,04-01-2010, £3.95 ,13694,United Kingdom
493437,85132B,Other,CHARLIE AND LOLA TABLE TINS,96,04-01-2010, £3.95 ,13694,United Kingdom
493438,20700,Numeric,GREEN CAT FLORAL CUSHION COVER ,144,04-01-2010, £1.25 ,13694,United Kingdom
493438,20701,Numeric,PINK CAT FLORAL CUSHION COVER ,144,04-01-2010, £1.25 ,13694,United Kingdom
493439,71028B,Other,SILVER BLUE EGG T-LIGHT HOLDER,96,04-01-2010, £0.38 ,13694,United Kingdom
493439,78124,Numeric,MAGAZINE RACK GEBRA ASSORTED ,144,04-01-2010, £1.25 ,13694,United Kingdom
493439,79328,Numeric,BLUE FLOCK GLASS CANDLEHOLDER,96,04-01-2010, £0.38 ,13694,United Kingdom
493439,79336,Numeric,LIGHT PINK FLOCK GLASS CANDLEHOLDER,96,04-01-2010, £0.38 ,13694,United Kingdom
493439,79337,Numeric,BLUE FLOCK GLASS CANDLEHOLDER,96,04-01-2010, £0.38 ,13694,United Kingdom
493439,79338,Numeric,DARK PINK FLOCK GLASS CANDLEHOLDER,96,04-01-2010, £0.38 ,13694,United Kingdom
493439,82076,Numeric,BEECH WOOD PHOTO FRAME ,64,04-01-2010, £1.25 ,13694,United Kingdom
493439,85167B,Other,BLACK GRAND BAROQUE PHOTO FRAME,120,04-01-2010, £1.25 ,13694,United Kingdom
493439,85166B,Other,BLACK METAL BAROQUE PHOTO FRAME,120,04-01-2010, £1.25 ,13694,United Kingdom
493439,85167A,Other,WHITE GRAND BAROQUE PHOTO FRAME,60,04-01-2010, £1.25 ,13694,United Kingdom
493439,85183A,Other,CHARLIE & LOLA WASTEPAPER BIN BLUE,288,04-01-2010, £1.25 ,13694,United Kingdom
493439,85183B,Other,CHARLIE & LOLA WASTEPAPER BIN FLORA,288,04-01-2010, £1.25 ,13694,United Kingdom
493439,85224,Numeric,ASSORTED COLOUR SILK GLASSES CASE,240,04-01-2010, £0.38 ,13694,United Kingdom
493439,85222,Numeric,ASSORTED COLOUR SILK COSMETIC PURSE,240,04-01-2010, £0.65 ,13694,United Kingdom
493439,85221,Numeric,ASSORTED COLOUR SILK COIN PURSE,480,04-01-2010, £0.38 ,13694,United Kingdom
493439,47347B,Other,BLUE FLOWER T-LIGHT HOLDER,144,04-01-2010, £0.38 ,13694,United Kingdom
493440,21658,Numeric,GLASS  BEURRE DISH,1,04-01-2010, £3.39 ,12709,Germany
493440,20914,Numeric,SET/5 RED SPOTTY LID GLASS BOWLS,1,04-01-2010, £2.95 ,12709,Germany
493440,21843,Numeric,RETRO SPOT CAKE STAND,1,04-01-2010, £9.95 ,12709,Germany
493441,84782A,Other,PINK 3 TIER GLASS PLATE STAND,1,04-01-2010, £12.75 ,14156,EIRE
493441,21874,Numeric,GIN AND TONIC MUG,1,04-01-2010, £1.25 ,14156,EIRE
